"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2013-10-01,"Housing completions | Apartment and other unit types",62,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-11-01,"Housing completions | Apartment and other unit types",69,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-12-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-01-01,"Housing completions | Apartment and other unit types",66,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-03-01,"Housing completions | Apartment and other unit types",100,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-04-01,"Housing completions | Apartment and other unit types",45,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-05-01,"Housing completions | Apartment and other unit types",55,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-06-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-07-01,"Housing completions | Apartment and other unit types",57,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-08-01,"Housing completions | Apartment and other unit types",80,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-09-01,"Housing completions | Apartment and other unit types",92,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-10-01,"Housing completions | Apartment and other unit types",39,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-11-01,"Housing completions | Apartment and other unit types",66,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2014-12-01,"Housing completions | Apartment and other unit types",44,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-01-01,"Housing completions | Apartment and other unit types",4,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-02-01,"Housing completions | Apartment and other unit types",45,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-03-01,"Housing completions | Apartment and other unit types",69,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-04-01,"Housing completions | Apartment and other unit types",80,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-05-01,"Housing completions | Apartment and other unit types",242,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-06-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-07-01,"Housing completions | Apartment and other unit types",66,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-08-01,"Housing completions | Apartment and other unit types",66,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-10-01,"Housing completions | Apartment and other unit types",57,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-11-01,"Housing completions | Apartment and other unit types",121,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2015-12-01,"Housing completions | Apartment and other unit types",4,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-01-01,"Housing completions | Apartment and other unit types",60,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-03-01,"Housing completions | Apartment and other unit types",159,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-04-01,"Housing completions | Apartment and other unit types",94,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-05-01,"Housing completions | Apartment and other unit types",251,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-06-01,"Housing completions | Apartment and other unit types",115,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2016-07-01,"Housing completions | Apartment and other unit types",72,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
